avg_rate,bayesaverage,category,classificationtype,family,geek_rate,id,maxplayers,maxplaytime,mechanism,minage,minplayers,minplaytime,num_votes,playingtime,title,type,usersrated,yearpublished
7.80,5.96056,"Wargame,World War II",Wargames,Country: France,5.961,125993,2,240,Hex-and-Counter,12,2,240,246,240,France '40,boardgame,246,2013
7.99,5.96039,"Aviation / Flight,Wargame,World War II",Wargames,Wing Leader Series,5.960,160418,2,120,"Dice Rolling,Hex-and-Counter,Simulation",0,2,120,241,120,Wing Leader: Victories 1940-1942,boardgame,241,2015
6.87,5.96036,"Wargame,World War II",Wargames,"Axis & Allies,Country: Solomon Islands",5.960,29259,2,120,"Area Movement,Dice Rolling",10,2,120,574,120,Axis & Allies:  Guadalcanal,boardgame,574,2007
6.57,5.95985,"Ancient,Arabian,Card Game,Economic","Family, Strategy",,5.960,38032,6,45,Auction/Bidding,8,3,45,714,45,Byzanz,boardgame,714,2008
6.30,5.95968,"Animals,Religious","Family, Strategy",,5.960,19947,5,45,"Card Drafting,Set Collection,Tile Placement",8,3,45,1316,45,Ark,boardgame,1316,2005
6.97,5.95968,"Card Game,Fantasy",Thematic,"Kosmos two-player series,Legends of Andor",5.960,177079,2,45,"Co-operative Play,Deck / Pool Building",10,2,45,464,45,Die Legenden von Andor: Chada & Thorn,boardgame,464,2015
6.55,5.95963,"Bluffing,Negotiation,Political","Family, Thematic",,5.960,113293,6,30,"Trading,Voting",10,3,30,746,30,Article 27: The UN Security Council Game,boardgame,746,2012
7.40,5.95961,"Economic,Transportation",Strategy,"Oil, Gas, and Petroleum",5.960,146910,4,120,"Area Control / Area Influence,Pick-up and Deliver,Route/Network Building,Stock Holding",12,2,120,305,120,Wildcatters,boardgame,305,2013
6.96,5.95957,"American West,Exploration",Uncategorized,Crowdfunding: Kickstarter,5.960,130605,6,45,"Modular Board,Tile Placement",10,2,45,454,45,Lost Valley: The Yukon Goldrush 1896,boardgame,454,2014
6.80,5.95929,"Card Game,Educational,Party Game,Trivia","Family, Party",Timeline,5.959,161547,8,15,,8,2,15,535,15,Timeline: Americana,boardgame,535,2014
6.57,5.95911,Ancient,"Family, Strategy","Admin: Better Description Needed!,Ancient Rome",5.959,80979,4,60,"Dice Rolling,Hand Management,Point to Point Movement,Worker Placement",10,2,60,735,60,Fortuna,boardgame,735,2011
6.40,5.95901,"Party Game,Real-time,Word Game",Party,,5.959,4553,8,30,Hand Management,8,3,30,1043,30,Attribute,boardgame,1043,2002
6.46,5.95898,"Economic,Nautical,Renaissance","Family, Strategy","Cities: Jakarta,Country: India,Country: Indonesia",5.959,35248,5,60,"Auction/Bidding,Set Collection,Stock Holding",10,3,45,978,60,Batavia,boardgame,978,2008
6.62,5.95889,Abstract Strategy,"Abstract, Family","Flowers,Kosmos two-player series,Solitaire Games",5.959,1545,2,30,"Area Control / Area Influence,Tile Placement",8,1,30,657,30,Flowerpower,boardgame,657,2001
6.47,5.95792,"Bluffing,Card Game,Party Game",Party,,5.958,22237,6,40,Hand Management,10,3,40,887,40,Hart an der Grenze,boardgame,887,2006
6.93,5.95767,"Fantasy,Miniatures,Science Fiction,Wargame",Wargames,AT-43,5.958,24878,2,60,"Action Point Allowance System,Dice Rolling",12,2,60,530,60,AT-43 Initiation Set: Operation Damocles,boardgame,530,2006
6.36,5.95732,"Action / Dexterity,Fighting,Print & Play,Real-time,Science Fiction","Party, Thematic",Hip Pocket Games,5.957,5534,5,10,Tile Placement,10,2,10,1153,10,Light Speed,boardgame,1153,2003
7.70,5.95702,"Dice,Wargame,World War II",Wargames,World War 2: Battle of the Bulge,5.957,10174,4,240,"Dice Rolling,Hex-and-Counter",12,2,240,284,240,Bitter Woods (fourth edition),boardgame,284,2003
6.41,5.957,"Animals,Children's Game,Dice,Racing",Family,Animals: Hedgehogs/Porcupines,5.957,95,6,30,Roll / Spin and Move,8,2,30,963,30,Igel Ärgern,boardgame,963,1990
6.47,5.95631,"Pirates,Racing",Family,Cartagena,5.956,25823,5,45,"Action Point Allowance System,Hand Management,Modular Board",8,2,45,827,45,Cartagena 2. The Pirate's Nest,boardgame,827,2006
6.35,5.95624,"Adventure,Fantasy,Fighting,Miniatures",Thematic,Confrontation,5.956,69120,4,45,"Action Point Allowance System,Area Movement,Dice Rolling,Pick-up and Deliver,Variable Player Powers",10,2,45,1396,45,Cadwallon: City of Thieves,boardgame,1396,2010
6.88,5.95618,"Dice,Educational,Puzzle",Family,"3D Games,Crowdfunding: Kickstarter",5.956,147431,4,45,"Dice Rolling,Hand Management,Pattern Building,Pattern Recognition",7,2,30,471,45,Cubist,boardgame,471,2014
6.53,5.95604,Card Game,"Family, Party","Crowdfunding: Kickstarter,Holidays: Christmas",5.956,130899,5,15,"Auction/Bidding,Set Collection,Trick-taking",8,3,15,784,15,12 Days,boardgame,784,2011
7.34,5.95575,"Educational,Science Fiction,Space Exploration",Uncategorized,Crowdfunding: Kickstarter,5.956,200454,4,45,"Grid Movement,Hand Management,Time Track",10,1,45,350,45,Planetarium,boardgame,350,2017
6.29,5.95561,"Dice,Mythology,Wargame","Thematic, Wargames",Risk,5.956,10383,5,120,"Area Control / Area Influence,Area Movement,Campaign / Battle Card Driven,Dice Rolling",10,2,120,2101,120,Risk: Godstorm,boardgame,2101,2004
6.72,5.95555,"Comic Book / Strip,Fighting,Medieval,Miniatures","Thematic, Wargames","Asian Theme,Country: Japan,Okko",5.956,29602,2,45,"Area Control / Area Influence,Dice Rolling,Grid Movement,Modular Board",12,2,45,673,45,Okko: Era of the Asagiri,boardgame,673,2008
7.18,5.95553,Science Fiction,"Family, Thematic",Crowdfunding: Kickstarter,5.956,156442,7,90,"Pick-up and Deliver,Worker Placement",12,2,60,386,90,Asking for Trobils,boardgame,386,2015
6.28,5.95536,Card Game,Family,"Characters: Robin Hood,Cities: Nottingham,Country: England",5.955,21754,7,30,"Auction/Bidding,Hand Management,Set Collection",10,3,30,1339,30,Nottingham,boardgame,1339,2006
6.16,5.95343,"Card Game,Deduction,Horror,Humor,Murder/Mystery,Party Game","Party, Thematic",Black Stories,5.953,18803,15,20,Storytelling,12,2,20,2517,20,Black Stories,boardgame,2517,2004
6.52,5.95313,"Collectible Components,Miniatures,Wargame,World War II","Customizable, Wargames","Axis & Allies,CMGs (Collectible Miniatures Games)",5.953,17970,2,60,"Campaign / Battle Card Driven,Card Drafting,Dice Rolling,Roll / Spin and Move",10,2,60,1040,60,Axis & Allies Miniatures,boardgame,1040,2005
8.39,5.95273,"Civil War,Wargame,World War II",Wargames,"Country: Spain,Spanish Civil War",5.953,31790,2,300,"Campaign / Battle Card Driven,Card Drafting,Point to Point Movement",14,1,300,197,300,"Crusade and Revolution: The Spanish Civil War, 1936-1939",boardgame,197,2013
7.94,5.9526,"Card Game,Fantasy",Thematic,"Crowdfunding: Kickstarter,Solitaire Games",5.953,98527,4,180,"Co-operative Play,Dice Rolling,Modular Board,Role Playing,Variable Player Powers",13,1,60,275,180,Gloom of Kilforth: A Fantasy Quest Game,boardgame,275,2017
6.91,5.95176,"Abstract Strategy,Animals,Puzzle",Abstract,"5x5 grid,Animals: Frogs,Asian Theme,Country: Japan,Flowers",5.952,165662,2,20,"Grid Movement,Hand Management,Memory,Pattern Building,Simultaneous Action Selection",8,2,20,468,20,Haru Ichiban,boardgame,468,2014
6.35,5.95138,"Adventure,Age of Reason,Nautical,Pirates,Wargame","Thematic, Wargames","Solitaire Games,Solitaire Wargames",5.951,235,4,180,"Hex-and-Counter,Variable Player Powers",12,1,180,1270,180,Blackbeard,boardgame,1270,1991
6.40,5.95133,Card Game,Family,"Animals: Chickens,Animals: Foxes,The Chicken Family of Zoch",5.951,247,5,45,"Card Drafting,Set Collection",10,2,45,951,45,Gloria Picktoria,boardgame,951,1996
6.80,5.95118,"Pike and Shot,Wargame",Wargames,Age of Kings,5.951,2748,2,360,"Campaign / Battle Card Driven,Point to Point Movement",14,2,360,574,360,"Thirty Years War: Europe in Agony, 1618-1648",boardgame,574,2001
7.02,5.95112,"Ancient,Wargame",Wargames,Country: Greece,5.951,68,4,180,"Campaign / Battle Card Driven,Point to Point Movement",12,2,180,440,180,Successors (second edition),boardgame,440,1997
6.56,5.95083,"Action / Dexterity,Dice,Sports",Party,"Crowdfunding: Kickstarter,Sports: Wrestling",5.951,143075,6,15,"Dice Rolling,Partnerships,Press Your Luck",8,2,15,791,15,Luchador! Mexican Wrestling Dice,boardgame,791,2013
6.36,5.95042,"Card Game,Collectible Components,Humor,Negotiation,Political,Science Fiction",Customizable,"Admin: Better Description Needed!,CCGs (Collectible Card Games),Illuminati",5.950,1552,8,120,"Action Point Allowance System,Dice Rolling,Hand Management,Tile Placement,Variable Player Powers",12,2,120,1166,120,Illuminati: New World Order,boardgame,1166,1994
6.71,5.95004,Industry / Manufacturing,"Family, Thematic",Crowdfunding: Kickstarter,5.950,148205,5,60,"Area Control / Area Influence,Auction/Bidding,Worker Placement",13,2,45,586,60,Penny Press,boardgame,586,2015
7.89,5.94997,"Wargame,World War I",Uncategorized,Quartermaster Series,5.950,208773,5,120,"Area Control / Area Influence,Campaign / Battle Card Driven,Card Drafting,Co-operative Play,Deck / Pool Building,Hand Management",12,2,90,234,120,Quartermaster General: 1914,boardgame,234,2016
6.62,5.94951,Card Game,Family,Climbing Games,5.950,125924,6,30,"Press Your Luck,Trick-taking",8,2,30,666,30,Clubs,boardgame,666,2013
8.17,5.9495,"Economic,Trains",Strategy,"18xx,Country: England,Crowdfunding: Kickstarter",5.949,66837,8,300,"Auction/Bidding,Route/Network Building,Stock Holding,Tile Placement",12,2,300,196,300,1862: Railway Mania in the Eastern Counties,boardgame,196,2013
7.59,5.94926,Card Game,Strategy,"Anime & Manga,Tanto Cuore",5.949,75448,4,30,"Card Drafting,Deck / Pool Building,Hand Management",12,2,30,287,30,Tanto Cuore: Romantic Vacation,boardgame,287,2010
6.90,5.94925,"Fantasy,Novel-based,Wargame",Thematic,,5.949,124668,5,90,"Co-operative Play,Dice Rolling",10,2,60,477,90,The Dwarves,boardgame,477,2012
6.50,5.94878,"Age of Reason,Ancient,Card Game,Medieval,Science Fiction",Strategy,Time Travel,5.949,162263,5,35,"Area Control / Area Influence,Hand Management,Modular Board,Point to Point Movement",13,2,35,808,35,Temporum,boardgame,808,2014
6.95,5.94838,"Civilization,Negotiation,Political,Science Fiction,Space Exploration,Wargame",Thematic,Twilight Imperium,5.948,26055,6,240,"Dice Rolling,Hex-and-Counter,Modular Board,Tile Placement,Trading,Variable Phase Order,Variable Player Powers,Voting",12,2,240,468,240,Twilight Imperium (second edition),boardgame,468,2000
7.78,5.94819,"Dice,Economic,Fighting,Medieval,Territory Building,Wargame",Wargames,"Components: Miniatures,Risk",5.948,204184,4,180,"Area Control / Area Influence,Area Movement,Campaign / Battle Card Driven,Dice Rolling,Hand Management,Player Elimination",14,2,45,304,180,Risk Europe,boardgame,304,2015
6.74,5.94805,"Wargame,World War II",Wargames,,5.948,283,6,2480,"Dice Rolling,Hex-and-Counter,Simulation",12,2,2480,646,2480,Advanced Third Reich,boardgame,646,1992
6.48,5.94799,"Action / Dexterity,Adventure,Children's Game,Racing",Children's,"3D Games,Marble Games",5.948,1768,4,45,"Hand Management,Roll / Spin and Move",7,2,45,1142,45,Fireball Island,boardgame,1142,1986
7.90,5.94786,"American Civil War,Wargame",Wargames,Great Campaigns of the American Civil War,5.948,1821,2,120,Hex-and-Counter,12,2,120,226,120,Grant Takes Command,boardgame,226,2001
7.37,5.94757,Animals,Uncategorized,Continent: Africa,5.948,200853,5,50,Tile Placement,10,2,30,311,50,Habitats,boardgame,311,2016
6.69,5.94704,"Print & Play,Real-time",Uncategorized,"Crowdfunding: Kickstarter,Games by Gamesmiths,Headband deduction games,TMG Originals",5.947,142267,6,30,"Action / Movement Programming,Co-operative Play,Grid Movement,Hand Management,Memory,Modular Board,Variable Player Powers",10,2,10,563,30,Bomb Squad,boardgame,563,2013
7.00,5.94694,"Movies / TV / Radio theme,Science Fiction,Wargame",Thematic,Star Wars,5.947,3548,2,90,"Campaign / Battle Card Driven,Dice Rolling,Hex-and-Counter",12,2,90,434,90,Assault on Hoth: The Empire Strikes Back,boardgame,434,1988
6.24,5.94677,"Card Game,City Building",Family,Catan,5.947,91534,4,45,"Hand Management,Trading",10,2,25,1693,45,Struggle for Catan,boardgame,1693,2011
6.75,5.94633,"Card Game,Educational,Trivia",Family,Timeline,5.946,161546,8,15,,8,2,15,559,15,Timeline: American History,boardgame,559,2014
6.20,5.94608,"Card Game,Real-time",Family,Ligretto,5.946,943,4,10,Pattern Building,8,2,10,2364,10,Ligretto,boardgame,2364,1988
6.56,5.94595,"Card Game,Comic Book / Strip,Video Game Theme",Strategy,Penny Arcade,5.946,97803,4,30,"Card Drafting,Deck / Pool Building,Hand Management,Variable Player Powers",15,2,30,804,30,Penny Arcade: The Game – Gamers vs. Evil,boardgame,804,2011
6.41,5.94587,"Civilization,Fighting,Prehistoric",Thematic,Animals: Mammoths,5.946,2535,6,180,"Dice Rolling,Modular Board,Player Elimination",12,3,180,1020,180,Valley of the Mammoths,boardgame,1020,1991
6.36,5.94578,"Animals,Exploration","Family, Strategy",Country: Brazil,5.946,15157,4,50,"Hand Management,Route/Network Building,Set Collection,Simultaneous Action Selection",10,3,50,1120,50,Amazonas,boardgame,1120,2005
6.23,5.94558,"City Building,Science Fiction,Territory Building",Strategy,,5.946,46807,6,45,"Area Control / Area Influence,Hand Management,Tile Placement",10,2,45,1653,45,Infinite City,boardgame,1653,2009
8.00,5.94546,"Deduction,Industry / Manufacturing",Uncategorized,,5.945,196526,1,0,"Deck / Pool Building,Press Your Luck",12,1,30,207,0,Coffee Roaster,boardgame,207,2015
6.61,5.94527,"Card Game,Fighting,Humor",Party,Munchkin,5.945,112869,6,90,"Dice Rolling,Hand Management,Variable Player Powers",10,3,90,860,90,Munchkin Apocalypse,boardgame,860,2012
6.96,5.94522,"Card Game,Fantasy",Strategy,Crowdfunding: Kickstarter,5.945,159632,2,60,"Hand Management,Pattern Building,Simultaneous Action Selection",13,2,60,438,60,Strife: Legacy of the Eternals,boardgame,438,2014
6.55,5.94496,"Adventure,Fantasy,Novel-based,Wargame",Wargames,Tolkien Games,5.945,2228,3,180,"Area Control / Area Influence,Hex-and-Counter,Variable Player Powers",12,2,180,816,180,War of the Ring,boardgame,816,1977
6.84,5.94468,"Bluffing,Card Game,Deduction,Medieval",Strategy,"Admin: Better Description Needed!,Vampires",5.945,128698,2,30,Hand Management,10,2,30,490,30,Vampire Empire,boardgame,490,2012
7.23,5.94395,Medieval,Strategy,Crowdfunding: Kickstarter,5.944,159059,5,180,"Dice Rolling,Worker Placement",12,1,90,395,180,The King's Abbey,boardgame,395,2016
6.94,5.94347,"Ancient,Civilization,Religious","Family, Strategy","Catan,Mormon",5.943,6778,4,90,"Dice Rolling,Modular Board,Set Collection,Trading",12,2,90,475,90,The Settlers of Zarahemla,boardgame,475,2003
6.41,5.94331,"Card Game,Fighting,Real-time","Family, Thematic",Crowdfunding: Kickstarter,5.943,392,7,15,Variable Player Powers,10,2,15,1071,15,Brawl,boardgame,1071,1999
6.84,5.94299,"Economic,Trains,Transportation",Strategy,"Asian Theme,Country: Japan,Empire Builder Rail Games,Tube Games",5.943,1830,4,240,"Crayon Rail System,Pick-up and Deliver,Route/Network Building",10,2,120,511,240,Nippon Rails,boardgame,511,1992
6.61,5.94246,"Fighting,Racing,Science Fiction",Thematic,,5.942,804,4,45,"Dice Rolling,Modular Board,Roll / Spin and Move",10,2,45,672,45,Thunder Road,boardgame,672,1986
6.40,5.94238,"Card Game,Racing",Family,Pachisi-Ludo,5.942,2633,6,45,Partnerships,9,2,45,957,45,Dog,boardgame,957,1997
6.94,5.94221,"Action / Dexterity,Real-time,Sports","Family, Party","Crowdfunding: Kickstarter,Sports: Football / Soccer",5.942,20295,4,10,Partnerships,3,2,10,415,10,WeyKick,boardgame,415,2001
6.11,5.94158,"Card Game,Mafia","Family, Thematic","Cities: Chicago (Illinois, USA),Country: USA",5.942,170,6,30,"Hand Management,Player Elimination,Take That",8,2,30,3438,30,Family Business,boardgame,3438,1982
6.67,5.94114,"Bluffing,Deduction,Party Game","Family, Party",Headband deduction games,5.941,31545,8,30,,0,3,30,576,30,Pow Wow,boardgame,576,2006
8.22,5.94106,"Wargame,World War II",Wargames,"D-Day Series,Solitaire Games,Solitaire Wargames",5.941,67600,1,0,"Hex-and-Counter,Simulation",0,1,0,196,0,D-Day at Tarawa,boardgame,196,2014
7.52,5.94091,"Animals,Racing",Uncategorized,"Animals: Dogs,Crowdfunding: Kickstarter",5.941,179933,2,45,"Card Drafting,Hand Management",10,2,30,280,45,Agility,boardgame,280,2016
7.54,5.94081,Science Fiction,Strategy,Crowdfunding: Kickstarter,5.941,178591,5,60,"Set Collection,Tile Placement,Variable Phase Order",13,1,45,263,60,Lunarchitects,boardgame,263,2016
6.28,5.93995,Economic,Family,,5.940,21464,5,60,"Set Collection,Tile Placement",10,2,60,1302,60,California,boardgame,1302,2006
6.34,5.93975,"Adventure,Exploration,Fantasy,Fighting",Thematic,Talisman,5.940,5336,8,120,"Dice Rolling,Role Playing,Roll / Spin and Move,Variable Player Powers",9,2,120,1437,120,Talisman (third edition),boardgame,1437,1994
6.04,5.93938,"Abstract Strategy,Bluffing,Deduction,Fighting,Memory,Napoleonic,Wargame","Abstract, Family","Hasbro Nostalgia Series,Stratego Series",5.939,1917,2,45,"Grid Movement,Memory,Secret Unit Deployment",8,2,45,10278,45,Stratego,boardgame,10278,1944
6.51,5.93885,Abstract Strategy,Abstract,"Combinatorial,Magazine: Dragon,Tafl,Vikings",5.939,2932,2,20,Grid Movement,7,2,20,793,20,Hnefatafl,boardgame,793,400
7.20,5.93858,"Abstract Strategy,Fantasy,Territory Building",Abstract,Combinatorial,5.939,177197,4,60,"Grid Movement,Modular Board",8,2,30,374,60,Ekö,boardgame,374,2015
6.47,5.93844,"Fighting,Humor,Racing",Thematic,Admin: Better Description Needed!,5.938,65225,6,90,"Dice Rolling,Modular Board",12,3,90,832,90,Road Kill Rally,boardgame,832,2010
6.75,5.93826,"Medieval,Wargame",Wargames,Cry Havoc System,5.938,1323,2,240,Hex-and-Counter,12,2,120,588,240,Cry Havoc,boardgame,588,1981
8.06,5.93818,"American Civil War,Wargame",Wargames,Great Campaigns of the American Civil War,5.938,33665,2,180,Hex-and-Counter,0,2,180,199,180,Battle Above the Clouds,boardgame,199,2010
6.81,5.9379,"Civilization,Prehistoric",Strategy,"Admin: Better Description Needed!,BIOS series",5.938,29256,5,180,"Auction/Bidding,Card Drafting,Point to Point Movement,Simulation",0,2,180,483,180,Origins:  How We Became Human,boardgame,483,2007
7.06,5.93788,"Civil War,Wargame",Wargames,"Country: Russia,Country: Soviet Union,Magazine: C3i,Russian Civil War,Solitaire Games,Solitaire Wargames,Victory Point Games States of Siege Series",5.938,40107,1,60,"Action Point Allowance System,Campaign / Battle Card Driven,Dice Rolling,Point to Point Movement",13,1,25,394,60,Soviet Dawn,boardgame,394,2009
6.19,5.93778,"Card Game,Novel-based,Political","Strategy, Thematic",Illuminati,5.938,859,6,120,,12,2,60,2325,120,Illuminati,boardgame,2325,1982
6.88,5.93717,"Economic,Science Fiction,Trains,Transportation",Strategy,"Admin: Better Description Needed!,Empire Builder Rail Games,Moon/Lunar",5.937,6663,6,240,"Crayon Rail System,Pick-up and Deliver,Route/Network Building",10,2,180,477,240,Lunar Rails,boardgame,477,2003
6.53,5.93711,"Industry / Manufacturing,Medical,Zombies",Thematic,,5.937,61484,5,180,"Action Point Allowance System,Area Control / Area Influence,Area Movement,Dice Rolling",13,2,180,736,180,Zombie State: Diplomacy of the Dead,boardgame,736,2010
