avg_rate,bayesaverage,category,classificationtype,family,geek_rate,id,maxplayers,maxplaytime,mechanism,minage,minplayers,minplaytime,num_votes,playingtime,title,type,usersrated,yearpublished
7.55,5.61954,"Wargame,World War II",Wargames,Advanced Tobruk System,5.620,7090,2,120,"Dice Rolling,Hex-and-Counter,Secret Unit Deployment,Simulation",12,2,120,71,120,Scottish Corridor: Lion Rampant,boardgame,71,2003
6.40,5.61951,"Card Game,Fighting,Real-time,Zombies",Thematic,"Crowdfunding: Kickstarter,Solitaire Games",5.620,126025,8,60,"Area Movement,Co-operative Play,Dice Rolling",12,1,60,140,60,Rise of the Zombies!,boardgame,140,2013
7.17,5.61948,"Ancient,Wargame",Wargames,Magazine: Against The Odds,5.619,98975,2,180,Hex-and-Counter,0,1,180,73,180,Boudicca: The Warrior Queen,boardgame,73,2012
6.39,5.61937,"Wargame,World War II",Wargames,Panzer Grenadier,5.619,24321,2,60,"Dice Rolling,Hex-and-Counter",12,2,60,158,60,Panzer Grenadier: Airborne (Introductory Edition),boardgame,158,2006
5.92,5.61936,Abstract Strategy,Abstract,"3D Games,Combinatorial,Lakeside Abstract Series,n in a row,Ravensburger Traveller Series",5.619,3656,4,30,"Pattern Building,Pattern Recognition,Tile Placement",8,2,30,487,30,Score Four,boardgame,487,1967
6.64,5.61928,"Dice,Farming",Uncategorized,,5.619,194553,4,30,"Dice Rolling,Press Your Luck",8,2,25,117,30,Dairyman,boardgame,117,2016
6.64,5.61927,Abstract Strategy,Uncategorized,,5.619,203042,2,20,"Area Control / Area Influence,Modular Board,Variable Player Powers",10,2,15,116,20,Microworld,boardgame,116,2016
7.74,5.61918,"Ancient,Card Game,Fantasy,Fighting,Mythology",Uncategorized,Crowdfunding: Kickstarter,5.619,212370,2,30,"Area Control / Area Influence,Hand Management,Variable Player Powers",0,2,20,56,30,Omen: Edge of the Aegean,boardgame,56,2016
7.17,5.61904,"Wargame,World War II",Wargames,Magazine: Against The Odds,5.619,38837,2,240,"Chit-Pull System,Hex-and-Counter",12,1,240,76,240,The Pocket at Falaise,boardgame,76,2009
5.82,5.61903,"Animals,Bluffing,Card Game,Fighting,Medieval,Negotiation","Party, Strategy","Admin: Better Description Needed!,Country: Japan",5.619,9792,12,30,"Partnerships,Variable Player Powers,Voting",10,4,20,638,30,Oriente,boardgame,638,2004
6.25,5.61895,"Card Game,Number",Uncategorized,"Mahjong,Rummy Games",5.619,39710,2,20,"Hand Management,Set Collection",8,2,20,184,20,Tien Zi Que,boardgame,184,2009
6.51,5.61895,Card Game,Uncategorized,Admin: Unreleased Games,5.619,193193,4,45,"Card Drafting,Hand Management,Variable Phase Order",10,2,25,150,45,Watchmen of Destiny,boardgame,150,2016
6.33,5.61887,"Science Fiction,Video Game Theme,Wargame",Wargames,Risk,5.619,40638,5,60,"Area Control / Area Influence,Area Movement,Campaign / Battle Card Driven,Dice Rolling,Set Collection",12,3,60,193,60,Risk: Halo Wars Collector's Edition,boardgame,193,2009
7.08,5.61885,"American Civil War,Wargame",Wargames,,5.619,10579,2,360,"Dice Rolling,Hex-and-Counter",12,2,360,89,360,The War for the Union,boardgame,89,1992
7.94,5.6188,"Napoleonic,Wargame",Uncategorized,"Country: Spain,SimTac Napoleonic series",5.619,12414,4,0,"Campaign / Battle Card Driven,Dice Rolling,Hex-and-Counter,Paper-and-Pencil,Secret Unit Deployment,Variable Phase Order",12,1,0,52,0,La Batalla de los Arapiles,boardgame,52,1995
6.79,5.61876,"Card Game,Humor,Party Game,Word Game",Uncategorized,Apples to Apples,5.619,30505,10,30,,12,4,30,104,30,Apples to Apples: British Isles Edition,boardgame,104,2007
6.19,5.61875,Bluffing,Family,,5.619,1237,8,60,Simultaneous Action Selection,10,2,60,193,60,Autoscooter,boardgame,193,1999
5.96,5.61866,American West,Strategy,Admin: Better Description Needed!,5.619,59960,5,90,"Area Control / Area Influence,Worker Placement",10,3,90,354,90,Dakota,boardgame,354,2010
6.53,5.6186,"Ancient,City Building",Uncategorized,Ancient Rome,5.619,179385,4,75,"Area Control / Area Influence,Pattern Building,Tile Placement",12,2,45,124,75,Rome: City of Marble,boardgame,124,2015
7.24,5.61858,"Wargame,World War II",Wargames,World War 2: Battle of the Bulge,5.619,41004,2,75,"Campaign / Battle Card Driven,Dice Rolling,Hex-and-Counter,Point to Point Movement",12,2,75,71,75,Bulge 20,boardgame,71,2009
5.86,5.61857,Card Game,Family,"Cities: London,Country: England,Gryphon Games bookshelf series",5.619,37615,5,30,"Hand Management,Set Collection",10,2,30,503,30,Looting London,boardgame,503,2008
6.61,5.61853,"Adventure,Mythology,Travel",Uncategorized,Admin: Better Description Needed!,5.619,183441,4,90,"Action Point Allowance System,Card Drafting,Hand Management,Pick-up and Deliver,Point to Point Movement",12,2,90,109,90,A Game of Gnomes,boardgame,109,2015
7.64,5.61852,"Children's Game,Prehistoric",Family,"Animals: Dinosaurs,Crowdfunding: Kickstarter",5.619,170477,5,40,"Dice Rolling,Set Collection",8,2,20,88,40,Dino Dude Ranch,boardgame,88,2016
7.71,5.61849,"Wargame,World War II",Wargames,,5.618,137626,2,240,"Chit-Pull System,Hex-and-Counter",0,2,240,59,240,The Road to Cheren,boardgame,59,2013
7.61,5.61847,"Napoleonic,Wargame",Wargames,"Cities: Zurich,Country: Switzerland,Jours de Gloire Series,Magazine: Vae Victis",5.618,9865,2,90,"Dice Rolling,Hex-and-Counter",12,2,90,68,90,Zürich 1799,boardgame,68,1999
7.07,5.61845,Territory Building,"Abstract, Strategy",,5.618,35910,4,60,"Modular Board,Tile Placement",10,2,60,77,60,Cannonball Colony,boardgame,77,2008
6.40,5.61831,"Adventure,Science Fiction",Uncategorized,"Aliens,Magazine: Ares,Solitaire Games",5.618,2376,5,120,"Co-operative Play,Tile Placement",10,1,120,162,120,The Wreck of the B.S.M. Pandora,boardgame,162,1980
7.84,5.61827,"Abstract Strategy,Bluffing,Deduction,Fighting,Memory,Napoleonic,Wargame","Strategy, Wargames",Stratego Series,5.618,174064,2,120,"Grid Movement,Memory,Secret Unit Deployment",12,2,45,80,120,Stratego Waterloo,boardgame,80,2015
5.97,5.61821,Dice,Family,,5.618,10672,4,30,"Dice Rolling,Press Your Luck,Stock Holding",8,2,30,346,30,"Easy Come, Easy Go",boardgame,346,2004
6.65,5.61818,"Wargame,World War I",Wargames,Standard Combat Series,5.618,29382,2,180,Hex-and-Counter,12,1,180,112,180,Rock of the Marne,boardgame,112,2008
6.75,5.61801,"Miniatures,Nautical,Wargame,World War II",Wargames,Victory at Sea,5.618,25972,2,360,"Dice Rolling,Simulation",12,2,360,108,360,Victory at Sea,boardgame,108,2006
7.28,5.61799,"Abstract Strategy,Puzzle",Uncategorized,Crowdfunding: Kickstarter,5.618,140236,2,10,"Area Control / Area Influence,Pattern Building,Tile Placement",6,2,10,76,10,Convert,boardgame,76,2014
6.23,5.6179,Card Game,Uncategorized,"Monopoly,Promotional Board Games",5.618,164840,3,15,"Hand Management,Set Collection",8,2,15,255,15,Monopoly Deal,boardgame,255,2014
5.99,5.61788,"Abstract Strategy,Bluffing,Deduction,Fantasy,Fighting,Memory,Movies / TV / Radio theme,Science Fiction","Family, Strategy","Star Wars,Stratego Series",5.618,3385,2,30,"Area Movement,Memory,Secret Unit Deployment",8,2,30,344,30,Stratego: Star Wars,boardgame,344,2002
6.11,5.61788,Card Game,Uncategorized,Fluxx,5.618,149130,6,20,"Hand Management,Set Collection",8,2,20,295,20,Monster Fluxx,boardgame,295,2013
6.39,5.61786,Fantasy,Strategy,,5.618,17125,5,90,"Auction/Bidding,Variable Player Powers",10,3,90,150,90,Ars Mysteriorum,boardgame,150,2005
6.66,5.61785,"Nautical,Post-Napoleonic,Wargame",Wargames,"Country: Japan,Great War at Sea",5.618,4916,4,30,"Dice Rolling,Hex-and-Counter",12,2,30,123,30,"Great War at Sea: 1904-1905, The Russo-Japanese War",boardgame,123,1999
7.09,5.61784,"Wargame,World War II",Wargames,"Battles for North Africa Series,Magazine: Wargamer",5.618,3523,4,300,"Dice Rolling,Hex-and-Counter",12,1,300,86,300,Decision At Kasserine,boardgame,86,1983
7.93,5.6178,"Wargame,World War II",Wargames,,5.618,99313,6,1500,"Dice Rolling,Hex-and-Counter,Simulation",0,2,1500,58,1500,Proud Monster Deluxe,boardgame,58,2011
6.38,5.61774,"Card Game,Sports",Uncategorized,Sports: American Football / Gridiron,5.618,22924,4,45,"Hand Management,Simulation,Simultaneous Action Selection",12,1,45,159,45,Card Football: Premiere Edition,boardgame,159,2006
6.37,5.61772,Mafia,Uncategorized,Celebrities: Al Capone,5.618,317,6,60,,12,3,60,169,60,The Mob,boardgame,169,1993
6.36,5.61772,"Adventure,Exploration",Uncategorized,The Entdecker Trilogy,5.618,31410,4,60,"Modular Board,Set Collection,Tile Placement",8,2,60,150,60,Im Reich der Jadegöttin,boardgame,150,2007
6.88,5.61762,"Adventure,Aviation / Flight",Uncategorized,"Crowdfunding: Kickstarter,Steampunk",5.618,129280,5,60,"Deck / Pool Building,Hand Management,Set Collection,Variable Phase Order,Variable Player Powers",12,2,60,97,60,Skyway Robbery,boardgame,97,2015
7.63,5.61758,"American Civil War,Wargame",Wargames,"Civil War, Brigade (CWB) Series",5.618,4363,2,240,Hex-and-Counter,12,1,240,64,240,Seven Pines,boardgame,64,1998
6.08,5.61755,Action / Dexterity,"Family, Party",Mensa Select,5.618,47218,4,15,,14,1,15,272,15,Yikerz!,boardgame,272,2009
6.79,5.61751,Sports,Uncategorized,Sports: Golf,5.618,5143,4,120,Dice Rolling,10,1,120,93,120,GolfProfi,boardgame,93,2002
7.25,5.61741,"Fighting,Science Fiction",Uncategorized,Robots,5.617,205774,4,60,"Hex-and-Counter,Modular Board",12,2,30,80,60,Steel Arena: Friday Night Robot Fight,boardgame,80,2016
6.12,5.61727,"Aviation / Flight,Modern Warfare,Wargame",Wargames,,5.617,3712,4,120,Hex-and-Counter,12,2,120,263,120,Tac Air,boardgame,263,1987
6.97,5.61724,Memory,Uncategorized,,5.617,180937,4,10,"Hand Management,Memory,Set Collection",7,2,10,95,10,Le Bois des Couadsous,boardgame,95,2015
6.92,5.61722,"Modern Warfare,Wargame",Wargames,"Country: Germany,Country: Soviet Union,Country: USA",5.617,2699,2,240,"Action Point Allowance System,Chit-Pull System,Hex-and-Counter",12,2,240,99,240,Fire Team,boardgame,99,1987
6.84,5.61713,"Card Game,Dice,Fantasy,Medieval",Strategy,Crowdfunding: Kickstarter,5.617,149639,6,45,"Betting/Wagering,Dice Rolling,Hand Management,Set Collection,Trick-taking",12,4,45,136,45,Noble Treachery: The Last Alliance,boardgame,136,2014
6.08,5.61711,"City Building,Economic,Medieval",Strategy,Alturien series,5.617,45319,5,60,Stock Holding,10,2,60,258,60,Alcazar,boardgame,258,2009
6.80,5.61706,"Card Game,Civilization,Print & Play",Uncategorized,Rummy Games,5.617,42057,2,30,"Hand Management,Set Collection",10,2,30,96,30,Utopian Rummy,boardgame,96,2009
6.23,5.61701,"Card Game,Fantasy,Fighting",Uncategorized,Dungeon Roll,5.617,170415,6,30,"Press Your Luck,Variable Player Powers",8,2,30,219,30,Dungeon of Fortune,boardgame,219,2015
6.85,5.61699,"American Civil War,Wargame",Uncategorized,,5.617,128098,2,60,"Area Control / Area Influence,Dice Rolling,Hand Management",10,2,60,91,60,Clash of Wills: Shiloh 1862,boardgame,91,2012
6.14,5.61699,"Bluffing,Medieval,Political",Uncategorized,,5.617,99770,5,45,Hand Management,10,3,45,217,45,Arcanum,boardgame,217,2011
6.72,5.61698,"Card Game,Zombies",Uncategorized,,5.617,89767,4,45,"Co-operative Play,Dice Rolling",10,1,45,125,45,Off the Dead: Chapitre 1 – Morts à Venice Beach,boardgame,125,2011
7.24,5.6169,"Aviation / Flight,Nautical,Wargame,World War II",Wargames,,5.617,2885,2,360,"Hex-and-Counter,Secret Unit Deployment,Simultaneous Action Selection",0,2,360,85,360,C.V.,boardgame,85,1979
6.95,5.61685,"Adventure,Card Game,Science Fiction",Uncategorized,"Crowdfunding: Kickstarter,Crowdfunding: Wspieram",5.617,169544,5,120,"Action / Movement Programming,Area Movement,Card Drafting,Co-operative Play,Simultaneous Action Selection,Variable Phase Order,Variable Player Powers",12,1,60,136,120,Bright Future,boardgame,136,2015
8.17,5.61682,"Book,Fantasy,Miniatures,Wargame",Uncategorized,Osprey Wargames Series,5.617,181807,0,0,"Dice Rolling,Variable Player Powers",0,2,60,52,0,Dragon Rampant: Fantasy Wargaming Rules,boardgame,52,2015
5.90,5.61679,"Ancient,Arabian,Maze,Mythology,Print & Play,Real-time",Family,LUDO,5.617,38402,7,45,"Partnerships,Simultaneous Action Selection,Variable Player Powers,Voting",14,3,45,406,45,Sidibaba,boardgame,406,2008
6.06,5.61671,"Card Game,Pirates",Uncategorized,,5.617,21463,4,30,Trick-taking,10,2,30,254,30,John Silver,boardgame,254,2006
6.01,5.61667,"Action / Dexterity,Children's Game,Dice,Racing",Children's,Animals: Pigs,5.617,1806,7,25,Dice Rolling,4,2,15,292,25,Rüsselbande,boardgame,292,2000
7.15,5.6166,"Bluffing,Humor,Negotiation,Political",Uncategorized,Country: Russia,5.617,161782,6,45,"Hand Management,Secret Unit Deployment,Voting",12,2,45,72,45,Kremlin (Limited Edition),boardgame,72,2014
6.27,5.61644,"Wargame,World War II",Wargames,Panzer Grenadier,5.616,7089,2,60,"Dice Rolling,Hex-and-Counter,Modular Board,Secret Unit Deployment,Simulation",12,2,60,165,60,Panzer Grenadier: Afrika Korps,boardgame,165,2002
7.12,5.61642,"Farming,Industry / Manufacturing,Medieval,Territory Building",Uncategorized,,5.616,213149,4,90,,10,2,50,84,90,The King's Will,boardgame,84,2017
6.10,5.61639,Abstract Strategy,Abstract,"Combinatorial,Gigamic Basic,Gigamic Classic",5.616,4331,2,10,Tile Placement,6,2,10,235,10,Quads,boardgame,235,1996
6.28,5.61638,"Wargame,World War II",Wargames,"Country: France,Magazine: C3i,Victory Point Games Battlesson Series",5.616,33030,2,30,"Dice Rolling,Hex-and-Counter",0,2,30,185,30,The Drive On Metz (second edition),boardgame,185,2008
6.18,5.61635,"Action / Dexterity,Animals,Children's Game","Children's, Family",,5.616,40667,4,10,,6,2,10,188,10,Ring-O Flamingo,boardgame,188,2009
6.11,5.61633,"Bluffing,Card Game,Deduction",Uncategorized,"Admin: Better Description Needed!,Monsters,Z-Man / Filosofia deluxe card game series",5.616,172596,8,20,Hand Management,8,3,20,237,20,Monster My Neighbour,boardgame,237,2015
6.59,5.61632,"Wargame,World War II",Wargames,,5.616,39066,5,300,Hex-and-Counter,0,2,300,139,300,The Supreme Commander,boardgame,139,2013
7.00,5.61622,"Abstract Strategy,Dice",Uncategorized,,5.616,195484,4,15,"Dice Rolling,Press Your Luck",6,2,15,85,15,Ominoes,boardgame,85,2016
5.92,5.61609,"Card Game,Fantasy",Thematic,"Ogallala Series,Warhammer Fantasy Card Games",5.616,1188,4,45,"Set Collection,Tile Placement",10,2,45,462,45,Chaos Marauders,boardgame,462,1987
6.74,5.61608,"Card Game,Memory,Trivia",Uncategorized,Chronology,5.616,13223,8,30,"Memory,Press Your Luck",8,2,30,99,30,The Best of Chronology,boardgame,99,1997
6.85,5.61608,"Nautical,Wargame",Wargames,,5.616,177725,5,180,"Secret Unit Deployment,Variable Player Powers",0,2,80,112,180,They Come Unseen,boardgame,112,2015
8.83,5.61604,"Age of Reason,American Revolutionary War,Expansion for Base-game,Wargame",Uncategorized,Battles from the Age of Reason (BAR),5.616,148213,6,120,"Dice Rolling,Hex-and-Counter",14,2,120,37,120,Primer: The Gamer's Source for Battles from the Age of Reason,boardgame,37,2013
6.57,5.61597,"Bluffing,Dice,Industry / Manufacturing",Uncategorized,Food / Cooking,5.616,177815,5,90,"Dice Rolling,Simulation,Worker Placement",8,3,45,121,90,Burger Boss,boardgame,121,2015
6.21,5.61592,"Action / Dexterity,Children's Game,Electronic,Real-time",Children's,"3D Games,Animals: Bees",5.616,32048,4,10,Player Elimination,3,2,10,182,10,Bobbin' Bumblebee,boardgame,182,2007
7.24,5.61588,"American Civil War,Wargame",Wargames,South Mountain System,5.616,7382,2,240,"Chit-Pull System,Dice Rolling,Hex-and-Counter,Simulation",12,2,240,77,240,Chickamauga,boardgame,77,1986
6.39,5.61585,"Wargame,World War II",Wargames,"Magazine: Strategy & Tactics,Panzergruppe Guderian System,Victory in the West",5.616,8250,2,120,"Dice Rolling,Hex-and-Counter,Simulation",12,2,120,167,120,Patton's 3rd Army: The Lorraine Campaign,boardgame,167,1980
7.10,5.61579,"Fighting,Napoleonic,Wargame",Wargames,Campaigns of Napoleon System: 1x Series,5.616,6197,2,120,"Hex-and-Counter,Simulation",12,2,120,80,120,The Sun of Austerlitz,boardgame,80,2003
6.11,5.61574,"Abstract Strategy,Animals,Children's Game",Abstract,Animals: Frogs,5.616,38918,4,20,Point to Point Movement,7,2,20,223,20,Hooop!,boardgame,223,2008
6.16,5.61572,Party Game,Uncategorized,Outburst,5.616,920,0,60,,18,0,60,223,60,Ultimate Outburst,boardgame,223,1999
6.65,5.61559,"Napoleonic,Wargame",Wargames,"Campaigns of Napoleon System: Days Series,Country: France",5.616,7922,3,180,"Dice Rolling,Hex-and-Counter",12,1,180,114,180,The 6 Days of Glory,boardgame,114,1997
6.19,5.61557,"Bluffing,Party Game,Trivia,Word Game",Uncategorized,,5.616,74233,7,20,,10,4,10,194,20,Fictionaire,boardgame,194,2010
7.07,5.61553,"Fantasy,Fighting,Miniatures",Uncategorized,Crowdfunding: Kickstarter,5.616,158535,4,60,"Area Control / Area Influence,Area Movement,Dice Rolling,Hand Management,Variable Player Powers",0,2,60,93,60,Spells of Doom,boardgame,93,2014
8.93,5.61553,Fantasy,Wargames,"Admin: Better Description Needed!,Admin: Unreleased Games,Crowdfunding: Kickstarter,From RPG books to board games,Glorantha  Board Games",5.616,164702,4,90,"Action Point Allowance System,Area Movement,Dice Rolling,Variable Player Powers",14,3,90,51,90,Glorantha: The Gods War,boardgame,51,0
7.43,5.61539,Abstract Strategy,Uncategorized,,5.615,153498,2,20,Grid Movement,10,2,20,63,20,Kamisado Max,boardgame,63,2014
7.97,5.61532,"Medieval,Wargame",Wargames,Au fil de l'épée ,5.615,125318,2,120,Hex-and-Counter,0,2,120,51,120,Swords of Sovereignty: Bouvines 1214 – Worringen 1288,boardgame,51,2012
5.67,5.61526,Dice,Family,Catan,5.615,27710,4,15,"Dice Rolling,Paper-and-Pencil,Set Collection",7,1,15,3672,15,Catan Dice Game,boardgame,3672,2007
6.80,5.61522,"Ancient,Wargame",Wargames,"Ancient Rome,Ancient Wars Series,Magazine: Strategy & Tactics",5.615,741,2,180,Hex-and-Counter,12,2,180,95,180,Trajan,boardgame,95,1991
6.34,5.61521,"Ancient,Nautical,Wargame",Wargames,"Ancient Rome,Country: Greece",5.615,1709,2,90,"Dice Rolling,Hex-and-Counter",10,2,90,181,90,Trireme,boardgame,181,1973
7.43,5.61516,Racing,Uncategorized,"Admin: Unreleased Games,Crowdfunding: Kickstarter,Sports: Auto Racing",5.615,175626,6,120,"Action / Movement Programming,Deck / Pool Building,Point to Point Movement,Worker Placement",8,2,60,87,120,Street Kings,boardgame,87,2016
6.06,5.61514,"Ancient,Card Game,Sports",Uncategorized,Sports: Olympics,5.615,261,5,30,Simultaneous Action Selection,9,2,30,248,30,Olympia 2000 (v. Chr.),boardgame,248,1994
6.51,5.61513,"Card Game,Nautical,Pirates",Uncategorized,"Pegasus PocketPlay,Port Royal",5.615,193265,4,30,"Card Drafting,Press Your Luck,Set Collection",8,2,15,135,30,Port Royal Unterwegs!,boardgame,135,2016
6.53,5.6151,City Building,Uncategorized,Admin: Better Description Needed!,5.615,70097,4,30,"Action Point Allowance System,Area Control / Area Influence,Point to Point Movement",8,2,30,140,30,Arriala: Canal de Garonne,boardgame,140,2010
6.59,5.61509,"Dice,Fantasy,Fighting",Uncategorized,,5.615,197061,5,0,"Dice Rolling,Hand Management",14,2,30,117,0,Fantahzee: Hordes & Heroes,boardgame,117,2016
6.20,5.61506,Travel,Uncategorized,,5.615,137140,4,60,,8,2,40,185,60,Wunderland,boardgame,185,2013
7.25,5.61501,Abstract Strategy,Abstract,"Chess Games,Combinatorial",5.615,5400,2,60,Grid Movement,8,2,60,78,60,Changgi,boardgame,78,0
6.41,5.615,"Abstract Strategy,Children's Game",Abstract,"Marble Games,Mensa Select",5.615,88140,6,15,"Pattern Recognition,Player Elimination",6,2,15,150,15,Stomple,boardgame,150,2010
6.07,5.61492,Party Game,Party,,5.615,17705,8,30,,10,3,30,238,30,Faces,boardgame,238,2003
6.22,5.61491,"Bluffing,Racing",Uncategorized,"Animals: Frogs,Video Tape Box Games",5.615,13359,6,20,"Hand Management,Simultaneous Action Selection",7,1,20,180,20,Leapfrog,boardgame,180,2004
