category,geek_rate,classificationtype,minage,avg_rate,family,title,minplayers,playingtime,yearpublished,usersrated,maxplayers,page,itemnumber,bayesaverage,mechanism,num_votes,maxplaytime,type,id,minplaytime
"Aviation / Flight,Expansion for Base-game,Fighting",5.493,,12,5.46,Car Wars,Aeroduel,2,60,1990,46,8,3,35,5.49334,"Modular Board,Simulation",46,60,boardgameexpansion/boargame,5533,60
"Expansion for Base-game,Party Game,Trivia",5.38,,12,5.15,Trivial Pursuit,Trivial Pursuit: Baby Boomer Card Set,2,90,1983,313,24,3,41,5.37965,Roll / Spin and Move,313,90,boardgameexpansion/boargame,5659,90
"Card Game,Expansion for Base-game,Party Game",5.704,partygames,12,6.7,Apples to Apples,Apples to Apples: Expansion Set #3,3,30,2001,215,0,3,49,5.70444,,215,30,boardgameexpansion/boargame,5801,30
"Expansion for Base-game,Negotiation",N/A,,12,6.43,,Borderlands Expansion Set #2,2,90,1983,21,6,3,53,0,,21,90,boardgameexpansion/boargame,5815,90
"Expansion for Base-game,Party Game,Trivia",5.402,,12,4.52,"Sports Trivia,Trivial Pursuit",Trivial Pursuit: All Star Sports Edition,2,60,1983,108,6,3,57,5.40168,Roll / Spin and Move,108,60,boardgameexpansion/boargame,5916,60
"Expansion for Base-game,Movies / TV / Radio theme,Science Fiction,Wargame",N/A,wargames,12,6,Anime & Manga,Mobile Suit Gundam: White Base,2,90,1982,2,2,3,62,0,Hex-and-Counter,2,90,boardgameexpansion/boargame,6073,90
"Adventure,Civilization,Expansion for Base-game,Fantasy,Fighting,Wargame",5.796,thematic,12,7.32,Duel of Ages,Duel of Ages Set 6: Field of Honor,2,120,2003,192,16,3,67,5.79572,"Area Movement,Dice Rolling,Partnerships,Simulation",192,120,boardgameexpansion/boargame,6140,120
"Civilization,Expansion for Base-game,Negotiation,Political,Science Fiction,Space Exploration,Wargame",5.592,,12,6.83,Twilight Imperium,Twilight Imperium: Distant Suns,2,240,1998,68,6,3,72,5.59162,"Dice Rolling,Hex-and-Counter,Modular Board,Tile Placement,Variable Phase Order,Variable Player Powers",68,240,boardgameexpansion/boargame,6181,240
"Deduction,Murder/Mystery,Novel-based",5.63,,0,7.54,"Characters: Sherlock Holmes,Cities: London,Country: England",West End Adventures,1,90,1995,68,6,3,77,5.63029,Co-operative Play,68,90,boardgameexpansion/boargame,6266,90
"Card Game,Expansion for Base-game,Fantasy",N/A,,0,N/A,Monsters,Lemlican Series 2: Lemlican Monsters,2,90,1990,0,6,3,79,0,Role Playing,N/A,90,boardgameexpansion/boargame,6307,90
"Card Game,Fantasy",N/A,,0,5.5,,Gal Master 2,3,30,1990,2,5,3,82,0,,2,30,boardgameexpansion/boargame,6320,30
"Card Game,Expansion for Base-game,Humor",N/A,abstracts,0,1,Cribbage,Wild: Cribbage Expansion,2,45,2002,1,4,3,85,0,,1,45,boardgameexpansion/boargame,6357,45
"Expansion for Base-game,Science Fiction,Wargame",5.584,wargames,12,7.39,,Full Metal Planete: Plateau Modulaire,0,120,1989,48,0,3,89,5.58365,"Action Point Allowance System,Tile Placement",48,120,boardgameexpansion/boargame,6467,120
"Expansion for Base-game,Spies/Secret Agents",N/A,,0,5,,The Odd-Ball Scenario,2,30,1996,1,6,3,93,0,,1,30,boardgameexpansion/boargame,6572,30
"Adventure,Dice,Expansion for Base-game,Exploration,Fantasy,Fighting",N/A,,12,6.72,,"Spells & Spell Casters, Phantasy Realm Expansion #001",2,60,2003,9,6,3,99,0,"Chit-Pull System,Dice Rolling,Modular Board,Role Playing,Variable Player Powers",9,60,boardgameexpansion/boargame,6739,60
"Collectible Components,Expansion for Base-game,Fantasy,Wargame",5.787,wargames,12,7.05,"Block wargames,Video Tape Box Games,Wizard Kings",Wizard Kings: Expansion Armies,2,120,2000,221,7,4,9,5.78693,"Dice Rolling,Hex-and-Counter,Modular Board,Secret Unit Deployment,Variable Player Powers",221,120,boardgameexpansion/boargame,7222,120
"Expansion for Base-game,Wargame,World War II",N/A,wargames,16,7.64,Advanced Tobruk System,Tobruk Expansion Pack 5A: Kasserine & Beyond,2,180,2003,19,2,4,13,0,"Hex-and-Counter,Simulation,Simultaneous Action Selection",19,180,boardgameexpansion/boargame,7275,180
"Expansion for Base-game,Fantasy,Fighting,Miniatures,Wargame",5.551,wargames,12,6.32,Warhammer Fantasy Board Games,Battle Masters: Chaos Warband,2,90,1992,78,2,4,15,5.55063,,78,90,boardgameexpansion/boargame,7370,90
"Aviation / Flight,Expansion for Base-game,Wargame,World War II",5.644,wargames,12,6.58,,Air Force Dauntless Expansion Kit,2,120,1978,159,2,4,17,5.64394,Hex-and-Counter,159,120,boardgameexpansion/boargame,7390,120
"Expansion for Base-game,Racing",N/A,,12,7.21,Sports: Auto Racing,Speed Circuit Tournament Tracks,2,120,1979,7,6,4,19,0,,7,120,boardgameexpansion/boargame,7455,120
"Ancient,Expansion for Base-game,Wargame",5.619,wargames,12,7.53,"Ancient Rome,Great Battles of History",Dictator: Caesar Module,2,360,1995,58,2,4,22,5.61909,Hex-and-Counter,58,360,boardgameexpansion/boargame,7495,360
"Ancient,Expansion for Base-game,Wargame",5.576,wargames,12,7.41,"Ancient Rome,Great Battles of History",Jugurtha: Caesar and SPQR Module,2,360,1998,43,2,4,27,5.57585,Hex-and-Counter,43,360,boardgameexpansion/boargame,7500,360
"Ancient,Expansion for Base-game,Wargame",5.629,wargames,12,7.47,"Country: Greece,GBOH: Great Battles of Alexander,Great Battles of History",Phalanx: Great Battles of Alexander Module,2,240,1998,70,2,4,29,5.62858,Hex-and-Counter,70,240,boardgameexpansion/boargame,7505,240
"Aviation / Flight,Expansion for Base-game,Wargame,World War II",5.658,wargames,12,7.52,World in Flames,Planes in Flames,2,240,1992,79,6,4,41,5.65793,Hex-and-Counter,79,240,boardgameexpansion/boargame,7724,240
"Expansion for Base-game,Political,Wargame,World War II",N/A,wargames,12,6.06,"Admin: Better Description Needed!,World in Flames",Politics in Flames,2,240,2000,24,6,4,50,0,"Area-Impulse,Hex-and-Counter",24,240,boardgameexpansion/boargame,7734,240
"Expansion for Base-game,Modern Warfare,Wargame",N/A,wargames,12,7.19,"Solitaire Games,Solitaire Wargames",Ranger: AO Sierra Expansion Kit,1,90,1993,21,1,4,55,0,Simulation,21,90,boardgameexpansion/boargame,7856,90
"Expansion for Base-game,Miniatures",N/A,,12,6.8,,Supremacy:  Tanks – Warlords and Pirates Blister Pack,2,360,1990,24,8,4,59,0,,24,360,boardgameexpansion/boargame,8019,360
"Dice,Expansion for Base-game,Humor,Movies / TV / Radio theme",5.53,,10,5.94,,Deadwood: On Location,3,60,2003,93,8,4,63,5.53023,"Dice Rolling,Modular Board",93,60,boardgameexpansion/boargame,8184,60
"Adventure,Dice,Expansion for Base-game,Fantasy,Fighting,Miniatures,Mythology,Wargame",5.574,wargames,10,6.47,Animals: Dragons,Quest for the DragonLords: The Crystal of Power,2,120,2003,95,6,4,65,5.57432,"Dice Rolling,Partnerships,Role Playing,Storytelling,Variable Player Powers",95,120,boardgameexpansion/boargame,8218,120
"American West,Bluffing,Card Game,Deduction,Expansion for Base-game,Fighting,Humor",6.229,thematic,10,6.74,BANG!,BANG! High Noon,4,30,2003,1508,7,4,67,6.22902,"Hand Management,Partnerships,Player Elimination,Variable Player Powers",1508,30,boardgameexpansion/boargame,8269,30
"Expansion for Base-game,Modern Warfare,Wargame,World War II",5.569,wargames,12,7.01,The First Battle Series,The Sands of War Expansion Kit,2,120,1992,44,2,4,73,5.56874,Hex-and-Counter,44,120,boardgameexpansion/boargame,8318,120
"Expansion for Base-game,Science Fiction,Wargame",5.525,wargames,10,6.11,Car Wars,"Car Wars Expansion Set #6, The AADA Vehicle Guide Counters",2,90,1984,41,8,4,76,5.52471,,41,90,boardgameexpansion/boargame,8369,90
"Expansion for Base-game,Science Fiction,Wargame",N/A,wargames,10,5.97,Car Wars,"Car Wars Expansion Set #8, Chopper Challenge",2,90,1985,26,8,4,78,0,,26,90,boardgameexpansion/boargame,8371,90
"Expansion for Base-game,Science Fiction,Wargame",5.522,wargames,10,5.93,Car Wars,Car Wars Expansion Set #1,2,90,1983,54,8,4,82,5.52191,Hex-and-Counter,54,90,boardgameexpansion/boargame,8376,90
"Book,Expansion for Base-game,Movies / TV / Radio theme,Science Fiction,Wargame",5.578,wargames,12,6.65,"Star Fleet Battles,Star Fleet Universe,Star Trek,Task Force Games: Pocket Games series",Star Fleet Battles Expansion #2,2,120,1982,80,2,4,91,5.57761,Hex-and-Counter,80,120,boardgameexpansion/boargame,8465,120
"Aviation / Flight,Expansion for Base-game,Modern Warfare,Wargame",5.604,wargames,12,7.18,Air Power,Desert Falcons,2,120,1988,69,2,4,95,5.60353,"Hex-and-Counter,Simultaneous Action Selection",69,120,boardgameexpansion/boargame,8474,120
"Expansion for Base-game,Prehistoric",5.604,,12,6.73,Evolution,Urland expansion,3,90,2003,92,5,4,99,5.60443,"Action Point Allowance System,Auction/Bidding,Variable Player Powers",92,90,boardgameexpansion/boargame,8595,90
"Expansion for Base-game,Wargame,World War II",6.183,wargames,12,8,Advanced Squad Leader,West of Alamein: ASL Module 5,2,120,1988,385,2,5,3,6.1834,Hex-and-Counter,385,120,boardgameexpansion/boargame,8605,120
"Expansion for Base-game,Wargame,World War II",6.098,wargames,12,7.85,Advanced Squad Leader,Hollow Legions: ASL Module 7,2,120,1989,357,2,5,5,6.09815,Hex-and-Counter,357,120,boardgameexpansion/boargame,8608,120
"Expansion for Base-game,Wargame,World War II",6.196,wargames,12,8.17,Advanced Squad Leader,Croix de Guerre: ASL Module 10,2,120,1992,355,2,5,7,6.19616,Hex-and-Counter,355,120,boardgameexpansion/boargame,8610,120
"Expansion for Base-game,Wargame,World War II",5.93,wargames,12,7.83,"Advanced Squad Leader,World War 2: Battle of the Bulge",Kampfgruppe Peiper I: ASL Historical Module 2,2,120,1993,228,2,5,9,5.92992,Hex-and-Counter,228,120,boardgameexpansion/boargame,8612,120
"Expansion for Base-game,Wargame,World War II",5.834,wargames,12,8.07,Advanced Squad Leader,A Bridge Too Far: ASL Historical Module 6,2,120,1999,153,2,5,13,5.83374,Hex-and-Counter,153,120,boardgameexpansion/boargame,8616,120
"Expansion for Base-game,Racing,Sports",N/A,,12,7.32,"Sports: Auto Racing,Tube Games",Speed Circuit Accessory Pack 3,2,45,0,19,6,5,18,0,"Modular Board,Simulation",19,45,boardgameexpansion/boargame,8697,45
"Expansion for Base-game,Wargame,World War II",N/A,wargames,12,6.8,Advanced Squad Leader,All American III: Shanley's Hill,2,60,1998,21,2,5,22,0,Hex-and-Counter,21,60,boardgameexpansion/boargame,8718,60
"Expansion for Base-game,Racing,Sports",N/A,,12,7.15,"Country: Belgium,Sports: Auto Racing",Speed Circuit: Grand Prix de Belgique,2,45,0,10,6,5,24,0,"Modular Board,Simulation",10,45,boardgameexpansion/boargame,8763,45
"Economic,Expansion for Base-game,Trains,Transportation",6.235,strategygames,13,7.84,"Age of Steam,Country: Germany",Age of Steam Expansion #2: Western US and Germany,3,120,2003,428,6,5,29,6.23504,"Pick-up and Deliver,Tile Placement",428,120,boardgameexpansion/boargame,8845,120
"Adventure,Expansion for Base-game,Exploration,Fan Expansion,Fantasy",N/A,,10,6.5,"HeroQuest,Warhammer Fantasy Board Games",HeroQuest: Dungeons of Peril,1,120,2002,11,5,5,33,0,"Co-operative Play,Dice Rolling,Role Playing,Variable Player Powers",11,120,boardgameexpansion/boargame,9142,120
"Expansion for Base-game,Memory,Trivia",N/A,,12,6,,Forte Trivia Cards Volume II,0,120,1985,1,0,5,37,0,Roll / Spin and Move,1,120,boardgameexpansion/boargame,9305,120
"Action / Dexterity,Expansion for Base-game,Humor,Memory,Party Game,Trivia,Word Game",5.574,,13,6.67,Play Dough/Clay Games,Cranium Booster Box 2,3,240,2000,77,6,5,42,5.5738,"Acting,Line Drawing,Memory,Paper-and-Pencil,Roll / Spin and Move",77,240,boardgameexpansion/boargame,9443,240
"Expansion for Base-game,Wargame,World War II",6.091,wargames,12,8.24,Advanced Squad Leader,Doomed Battalions: ASL Module 11,2,120,1998,277,2,5,49,6.09137,"Hex-and-Counter,Modular Board,Simulation",277,120,boardgameexpansion/boargame,9498,120
"Action / Dexterity,Children's Game,Fantasy,Medieval",5.529,childrensgames,6,6.68,Crossbows and Catapults,Crossbows and Catapults: Trojan Horse and Battle Shield,1,10,1984,36,2,5,53,5.52868,,36,10,boardgameexpansion/boargame,9647,10
"American West,Bluffing,Card Game,Deduction,Expansion for Base-game,Fighting,Humor",6.559,"thematic,partygames",10,6.88,"BANG!,Cities: Dodge City (Kansas, USA)",BANG! Dodge City,3,40,2004,3739,8,5,55,6.55887,"Hand Management,Partnerships,Player Elimination,Variable Player Powers",3739,40,boardgameexpansion/boargame,9653,20
"Dice,Expansion for Base-game,Fighting,Miniatures,Napoleonic,Wargame",5.548,wargames,12,6.9,,Napoleon's Battles Module 2,2,240,1994,37,12,5,62,5.54838,Dice Rolling,37,240,boardgameexpansion/boargame,9722,240
"Exploration,Fighting,Horror,Miniatures,Movies / TV / Radio theme,Zombies",5.852,thematic,16,6.21,Zombies!!!,Zombies!!! 4: The End...,2,120,2004,1259,6,5,66,5.85177,"Roll / Spin and Move,Tile Placement",1259,120,boardgameexpansion/boargame,10167,60
"Expansion for Base-game,Fantasy,Sports,Wargame",5.575,wargames,14,6.3,"Blood Bowl,Fantasy Sports,Games Workshop Specialist Games,Warhammer Fantasy Board Games",Blood Bowl (first edition): Death Zone,2,120,1987,120,2,5,69,5.57493,Roll / Spin and Move,120,120,boardgameexpansion/boargame,10223,120
"Adventure,Expansion for Base-game,Fighting,Racing,Science Fiction,Transportation,Wargame",5.487,wargames,10,5.35,Car Wars,Car Wars Tanks,2,90,1990,62,8,5,73,5.48669,"Dice Rolling,Role Playing",62,90,boardgameexpansion/boargame,10398,90
"Expansion for Base-game,Fantasy,Fighting,Horror,Miniatures",5.732,,12,7.76,Confrontation,Hybrid Expansion 1: Nemesis,2,120,2004,119,2,5,76,5.73195,"Dice Rolling,Modular Board,Variable Phase Order,Variable Player Powers",119,120,boardgameexpansion/boargame,10667,120
"Card Game,Expansion for Base-game,Mature / Adult,Word Game",N/A,,17,3.33,,"F*ck This! (Sex, Drugs and Rock & Roll)",2,30,2004,6,6,5,84,0,"Pattern Building,Set Collection,Trick-taking",6,30,boardgameexpansion/boargame,10784,30
"Expansion for Base-game,Miniatures,Movies / TV / Radio theme,Science Fiction,Wargame",N/A,,12,7.38,Star Wars,Star Wars Miniatures Battles: Imperial Entanglements,2,120,1996,28,6,5,88,0,Dice Rolling,28,120,boardgameexpansion/boargame,10844,120
"Expansion for Base-game,Racing,Science Fiction",N/A,,10,7,,Mayhem,2,1,2004,1,6,5,94,0,,1,1,boardgameexpansion/boargame,10919,1
"Expansion for Base-game,Wargame,World War II",5.767,wargames,16,8.05,Advanced Squad Leader,ASL Action Pack #2,2,0,1999,112,2,5,98,5.76662,"Hex-and-Counter,Modular Board,Simulation",112,0,boardgameexpansion/boargame,11041,0
"Ancient,Expansion for Base-game,Wargame",N/A,wargames,12,7.15,Ancient Rome,"Pyrrhic Victory: Legion vs. Phalanx, 280-275 B.C.",2,90,1992,17,2,6,3,0,"Area Movement,Dice Rolling,Hex-and-Counter,Simulation",17,90,boardgameexpansion/boargame,11294,90
"Expansion for Base-game,Nautical,Wargame,World War II",5.559,wargames,12,7.68,Command at Sea,No Sailor But a Fool: Command at Sea Volume III,2,180,1997,31,12,6,7,5.55948,"Hex-and-Counter,Simulation",31,180,boardgameexpansion/boargame,11426,180
"Book,Expansion for Base-game,Racing",N/A,,10,5.77,Car Wars,"Car Wars Supplement, Military Vehicle Guide",2,45,1992,20,8,6,14,0,Hex-and-Counter,20,45,boardgameexpansion/boargame,11613,45
"Book,Expansion for Base-game,Racing",N/A,,10,6.94,Car Wars,The AADA Duel Circuit: L'Outrance – A Car Wars Supplement,2,45,1988,24,8,6,16,0,Hex-and-Counter,24,45,boardgameexpansion/boargame,11615,45
"Ancient,Expansion for Base-game,Wargame",5.573,wargames,12,7.06,"Ancient Rome,Great Battles of History",Caratacus,2,240,2000,48,4,6,20,5.57316,Hex-and-Counter,48,240,boardgameexpansion/boargame,11678,240
"Expansion for Base-game,Fantasy,Fighting,Horror,Science Fiction,Wargame",N/A,wargames,8,7.36,Kaiju,Escape from Monster Island,2,0,2002,21,2,6,24,0,"Dice Rolling,Role Playing,Variable Player Powers",21,0,boardgameexpansion/boargame,11746,0
"Expansion for Base-game,Wargame,World War II",N/A,wargames,12,7.16,,Russia at War,2,300,1995,8,4,6,28,0,Area Movement,8,300,boardgameexpansion/boargame,11856,300
"Abstract Strategy,Ancient,Civilization,Expansion for Base-game,Mythology",N/A,abstracts,0,7.76,"Games by the Game Artisans of Canada,Islands: Santorini",Santorini Godly Expansions #1 #2 #3,2,20,2004,12,3,6,32,0,"Modular Board,Tile Placement,Variable Player Powers",12,20,boardgameexpansion/boargame,12032,20
"Expansion for Base-game,Wargame,World War II",N/A,wargames,12,7.76,"Advanced Squad Leader,Cities: Berlin (Germany),Country: Germany",Berlin: Fall of the 3rd Reich,1,360,2006,23,2,6,36,0,"Dice Rolling,Hex-and-Counter,Simulation",23,360,boardgameexpansion/boargame,12053,360
"Expansion for Base-game,Trains,Transportation",N/A,,12,6.83,The Riding Series,Länderbahnen Expansion Set,2,60,2002,3,8,6,40,0,"Auction/Bidding,Crayon Rail System,Stock Holding",3,60,boardgameexpansion/boargame,12125,60
"Expansion for Base-game,Science Fiction,Wargame",5.609,wargames,10,7.54,Ogre/GEV Family,Ogre Battlefields,2,2,2001,60,4,6,55,5.60885,Dice Rolling,60,2,boardgameexpansion/boargame,12482,2
"Book,Expansion for Base-game,Science Fiction,Wargame",5.583,wargames,10,7.14,Ogre/GEV Family,Ogre Scenario Book 1,2,1,2001,54,3,6,58,5.58297,"Dice Rolling,Hex-and-Counter",54,1,boardgameexpansion/boargame,12537,1
"Civil War,Expansion for Base-game,Wargame",N/A,wargames,12,6.79,"Advanced Squad Leader,Country: Spain,Spanish Civil War",Guerra Civil:  The Spanish Civil War – 1936-1939,2,60,2001,14,2,6,61,0,Hex-and-Counter,14,60,boardgameexpansion/boargame,12648,60
"Napoleonic,Wargame",5.604,wargames,12,7.61,La Bataille series,La Bataille de Wavre,2,0,1994,55,2,6,65,5.60414,Hex-and-Counter,55,0,boardgameexpansion/boargame,12895,0
"Expansion for Base-game,Print & Play",5.569,,10,6.55,Hansa,Hansa Extrakarte,2,45,2004,67,4,6,69,5.56862,,67,45,boardgameexpansion/boargame,13100,45
"Expansion for Base-game,Racing,Sports",N/A,,8,7.09,Sports: Horse Racing,"Win, Place & Show Great Thoroughbreds 1920's-1970's",2,120,1977,14,6,6,73,0,Betting/Wagering,14,120,boardgameexpansion/boargame,13129,120
"Bluffing,Card Game,City Building,Expansion for Base-game,Fantasy,Medieval",6.767,"strategygames,familygames",10,7.04,,Citadels:  The Dark City,2,60,2004,5610,8,6,80,6.76719,"Card Drafting,Variable Player Powers",5610,60,boardgameexpansion/boargame,13291,60
"Expansion for Base-game,Fighting,Miniatures,Science Fiction",6.344,"wargames,thematic",12,7.91,"Solitaire Games,Space Hulk,Warhammer 40,000 Board Games",Space Hulk: Deathwing Expansion,1,45,1990,577,4,6,84,6.34426,"Action Point Allowance System,Modular Board",577,45,boardgameexpansion/boargame,13315,45
"Expansion for Base-game,Fighting,Racing",N/A,,10,6.3,Car Wars,"Car Wars Supplement, City Blocks 3",2,30,1989,14,8,6,88,0,Hex-and-Counter,14,30,boardgameexpansion/boargame,13352,30
"Expansion for Base-game,Miniatures,Wargame,World War I",N/A,wargames,12,7.36,,Great War Spearhead,2,2,2002,11,4,6,92,0,"Simulation,Simultaneous Action Selection",11,2,boardgameexpansion/boargame,13411,2
"Aviation / Flight,Expansion for Base-game,Wargame,World War II",N/A,wargames,0,7,Country: Finland,Suomi: A module for Clash of Eagles,2,120,2001,1,10,7,5,0,"Hex-and-Counter,Simultaneous Action Selection",1,120,boardgameexpansion/boargame,13679,120
"Age of Reason,Expansion for Base-game,Wargame",N/A,wargames,12,7.29,,Highland Quorum,2,0,2004,7,2,7,9,0,Point to Point Movement,7,0,boardgameexpansion/boargame,13847,0
"Adventure,Fighting,Miniatures,Science Fiction,Transportation",N/A,,10,6.8,"AutoVentures,Car Wars",Ultraforce,2,6,1984,5,9,7,13,0,"Co-operative Play,Dice Rolling,Modular Board,Paper-and-Pencil,Point to Point Movement,Role Playing,Simulation",5,6,boardgameexpansion/boargame,13957,6
